Location,latitude,longitude
"Dallas, TX",32.7762719,-96.7968559
"Brooklyn, NY",40.6526006,-73.9497211
"Oakbrook Terrace, IL",41.8500302,-87.9645077
"Cupertino, CA",37.3228934,-122.0322895
"Seattle, WA (+2 others)",,
"Bentonville, AR",36.3728538,-94.2088172
"Sunnyvale, CA",37.3688301,-122.036349
"San Jose, CA",37.3361663,-121.890591
"Washington, DC",38.8950368,-77.0365427
"Seattle, WA (+1 other)",,
"Providence, RI",41.8239891,-71.4128343
"Palo Alto, CA",37.4443293,-122.1598465
"Eden Prairie, MN",44.8546856,-93.470786
"Las Vegas, NV",36.1672559,-115.148516
"San Jose, NM",36.0391894,-106.0980792
"Tucker, GA",33.8532701,-84.2200729
"Laguna Hills, CA",33.5948758,-117.6882067
Anywhere,-14.1601396,33.8624178
"Los Angeles, CA",34.0536909,-118.242766
"San Francisco, CA",37.7792588,-122.4193286
"Silver Spring, MD",38.9959461,-77.0276231
"Minneapolis, MN",44.9772995,-93.2654692
"Jersey City, NJ",40.7215682,-74.047455
"St. Louis, MO",38.6280278,-90.1910154
"Scottsdale, AZ",33.4942189,-111.926018
"Reston, VA",38.9583737,-77.3579805
Anywhere,-14.1601396,33.8624178
"Juneau, AK",58.3019496,-134.419734
"Austin, TX",30.2711286,-97.7436995
"New York, NY",40.7127281,-74.0060152
"Redmond, WA",47.6694141,-122.1238767
"Sunnyvale, CA",37.3688301,-122.036349
United States,39.7837304,-100.445882
California,36.7014631,-118.755997
"Plano, TX",33.0136764,-96.6925096
"Paradise Valley, AZ",33.5428006,-111.9556001
"Los Angeles, CA",34.0536909,-118.242766
"Pittsburgh, PA",40.4416941,-79.9900861
"Tampa, FL",27.9477595,-82.458444
"Seattle, WA",47.6038321,-122.330062
"Honolulu, HI",21.304547,-157.855676
"Atlanta, GA",33.7489924,-84.3902644
"San Francisco, CA",37.7792588,-122.4193286
"Independence, KS",37.2242358,-95.7083131
"Seattle, WA",47.6038321,-122.330062
"Wilmington, DE",39.7459468,-75.546589
"Phoenix, AZ",33.4484367,-112.074141
"San Francisco, CA",37.7792588,-122.4193286
"Seattle, WA",47.6038321,-122.330062
"Boston, MA",42.3554334,-71.060511
"Mountain View, CA",37.3893889,-122.0832101
"San Jose, CA",37.3361663,-121.890591
"New York, NY (+2 others)",,
"Chantilly, VA",38.8941543,-77.4311513
California,36.7014631,-118.755997
Anywhere,-14.1601396,33.8624178
"Brooklyn, NY",40.6526006,-73.9497211
"Seattle, WA",47.6038321,-122.330062
Anywhere,-14.1601396,33.8624178
"Redwood City, CA",37.4863239,-122.232523
"San Francisco, CA",37.7792588,-122.4193286
"Boston, MA",42.3554334,-71.060511
"Fairborn, OH",39.8208998,-84.0193858
"San Francisco, CA",37.7792588,-122.4193286
"Menlo Park, CA",37.4519671,-122.177992
"Bellevue, WA",47.6144219,-122.192337
"Houston, TX",29.7589382,-95.3676974
Anywhere,-14.1601396,33.8624178
"South Burlington, VT",44.4671635,-73.1715669
"Bethesda, MD",38.98127255,-77.12335871396549
"Newark, CA",37.5296593,-122.0402399
"Seattle, WA",47.6038321,-122.330062
"Los Angeles, CA",34.0536909,-118.242766
"San Francisco, CA",37.7792588,-122.4193286
Anywhere,-14.1601396,33.8624178
"San Jose, CA",37.3361663,-121.890591
"Boston, MA",42.3554334,-71.060511
"San Francisco, CA",37.7792588,-122.4193286
"Madison, WI",43.074761,-89.3837613
"Hanover, NH",43.7023545,-72.2892164
"New York, NY",40.7127281,-74.0060152
"Sunnyvale, CA",37.3688301,-122.036349
"Cupertino, CA",37.3228934,-122.0322895
"Plano, TX",33.0136764,-96.6925096
"Chicago, IL",41.8755616,-87.6244212
Anywhere,-14.1601396,33.8624178
"Redmond, WA",47.6694141,-122.1238767
Anywhere,-14.1601396,33.8624178
"San Francisco, CA",37.7792588,-122.4193286
"New York, NY",40.7127281,-74.0060152
"San Jose, CA",37.3361663,-121.890591
"San Francisco, CA",37.7792588,-122.4193286
Anywhere,-14.1601396,33.8624178
"San Francisco, CA",37.7792588,-122.4193286
"Redwood City, CA",37.4863239,-122.232523
"Los Angeles, CA",34.0536909,-118.242766
"Austin, TX",30.2711286,-97.7436995
Anywhere,-14.1601396,33.8624178
"San Francisco, CA",37.7792588,-122.4193286
"San Jose, CA",37.3361663,-121.890591
"Chicago, IL",41.8755616,-87.6244212
Anywhere,-14.1601396,33.8624178
"San Francisco, CA",37.7792588,-122.4193286
"Palo Alto, CA",37.4443293,-122.1598465
"San Jose, CA",37.3361663,-121.890591
"Santa Clara, CA",37.3541132,-121.955174
"San Jose, CA",37.3361663,-121.890591
"Somerville, MA",42.3875968,-71.0994968
"San Jose, CA",37.3361663,-121.890591
Anywhere,-14.1601396,33.8624178
"New York, NY",40.7127281,-74.0060152
"Santa Ana, CA",33.7494951,-117.873221
"San Jose, CA",37.3361663,-121.890591
"Spring, TX",30.0795707,-95.4187924
"Spring, TX",30.0795707,-95.4187924
"Houston, TX",29.7589382,-95.3676974
"Texas City, TX",29.396013,-94.9175485
"Houston, TX",29.7589382,-95.3676974
"Houston, TX",29.7589382,-95.3676974
"Dallas, TX",32.7762719,-96.7968559
"Texas City, TX",29.396013,-94.9175485
"San Antonio, TX",29.4246002,-98.4951405
"San Antonio, TX",29.4246002,-98.4951405
"Glendale Heights, IL",41.9189531,-88.076567
United States,39.7837304,-100.445882
"Brunswick, GA",31.1499528,-81.4914894
"Chicago, IL",41.8755616,-87.6244212
Illinois,40.0796606,-89.4337288
"Frankfort, KY",38.2009055,-84.8732836
"Jeffersonville, IN",38.2770227,-85.7371604
"Addison, IL",41.931696,-87.9889556
United States,39.7837304,-100.445882
Nevada,39.5158825,-116.853722
"Lexington, KY",38.0464066,-84.4970393
"Baltimore, MD",39.2908816,-76.610759
Maryland,39.5162401,-76.9382069
"Hoboken, NJ",40.7433066,-74.0323752
"Atlanta, GA (+3 others)",,
Anywhere,-14.1601396,33.8624178
Anywhere,-14.1601396,33.8624178
"Broomfield, CO",39.9403995,-105.05208
"Trenton, NJ",40.2203074,-74.7659
"Chicago, IL",41.8755616,-87.6244212
"Troy, MI",42.7284117,-73.6917878
"Dearborn, MI",42.3222599,-83.1763145
Georgia,32.3293809,-83.1137366
"Dallas, TX",32.7762719,-96.7968559
"Irving, TX",32.8295183,-96.9442177
"Providence, RI",41.8239891,-71.4128343
"San Jose, CA",37.3361663,-121.890591
"Greenville, SC",34.851354,-82.3984882
"Colorado Springs, CO",38.8339578,-104.825348
"Duncanville, TX",32.6518004,-96.9083366
United States,39.7837304,-100.445882
"Bethesda, MD",38.9846816,-77.0942447
"Atlanta, GA",33.7489924,-84.3902644
"Salt Lake City, UT",40.7596198,-111.886797
"Houston, MS",33.8984461,-88.9992267
"Atlanta, GA",33.7489924,-84.3902644
"San Antonio, TX",29.4246002,-98.4951405
"Devens, MA",42.5389512,-71.6094356
"Oakland, CA",37.8044557,-122.271356
"Pleasanton, CA",37.6624312,-121.8746789
"Salem, OR",44.9391565,-123.033121
United States,39.7837304,-100.445882
"Scottsdale, AZ",33.4942189,-111.926018
"Herndon, VA",38.9695316,-77.3859479
"Cincinnati, OH",39.1014537,-84.5124602
"Oakland, CA",37.8044557,-122.271356
Ohio,40.2253569,-82.6881395
"Washington, DC",38.8950368,-77.0365427
"Des Moines, NM",36.7633643,-103.833141
Massachusetts,42.3788774,-72.032366
"New York, IA",40.8516701,-93.2599318
"Cupertino, CA",37.3228934,-122.0322895
"Columbia, SC",34.0003117,-81.0331309
"Plano, TX",33.0136764,-96.6925096
"Jersey City, NJ",40.7215682,-74.047455
"Portland, OR",45.5202471,-122.674194
"Milwaukee, WI",43.0386475,-87.9090751
"Springfield, AL",32.5181899,-86.3746948
"Charleston, WV",38.3505995,-81.6332812
"New York, NY",40.7127281,-74.0060152
"Home, WA",47.274818,-122.7637451
Anywhere,-14.1601396,33.8624178
"California, MO",38.628683,-92.5659635
"Baton Rouge, LA",30.4494155,-91.1869659
"Chicago, IL",41.8755616,-87.6244212
"Washington, DC",38.8950368,-77.0365427
"McLean, VA",38.93668525,-77.1858430261388
"Seattle, WA",47.6038321,-122.330062
"Worcester, MA",42.2625621,-71.8018877
"Longview, TX",32.5007031,-94.74049
"Baton Rouge, LA",30.4494155,-91.1869659
"Reston, VA",38.953055899999995,-77.35021396591173
"Denver, CO",39.7392364,-104.984862
"Jersey City, NJ",40.7215682,-74.047455
"Evanston, IL",42.0470043,-87.6846053
"Seattle, WA",47.6038321,-122.330062
"New York, NY",40.7127281,-74.0060152
"St. Louis, MO",38.6280278,-90.1910154
"Harrisburg, PA",40.2663107,-76.8861122
"Raleigh, NC",35.7803977,-78.6390989
"New York, NY",40.7127281,-74.0060152
"Columbia, SC",34.0003117,-81.0331309
"Los Angeles, CA",34.0536909,-118.242766
"Salt Lake City, UT",40.7596198,-111.886797
"Birmingham, AL",33.5206824,-86.8024326
"Pittsburgh, PA",40.4416941,-79.9900861
"Kansas City, MO",39.100105,-94.5781416
"Oconto, WI",44.9988053,-88.2480072
"Chicago, IL",41.8755616,-87.6244212
"Gloucester, MA",42.6153595,-70.6624608
"Rockville, MD",39.0817985,-77.1516844
Anywhere,-14.1601396,33.8624178
"Richmond, VA",37.5385087,-77.43428
Anywhere,-14.1601396,33.8624178
"Pulaski, WI",44.6722158,-88.2426026
"Dumfries, VA",38.5676202,-77.3280382
"Daytona Beach, FL",29.2108147,-81.0228331
"Albany, NY",42.6511674,-73.754968
"Deerfield, IL",42.1711365,-87.8445119
"Los Angeles, CA",34.0536909,-118.242766
"Los Angeles, CA",34.0536909,-118.242766
"Irvine, CA",33.6856969,-117.825981
"Seattle, WA",47.6038321,-122.330062
"Atlanta, GA",33.7489924,-84.3902644
"Reston, VA",38.953055899999995,-77.35021396591173
"New York, NY",40.7127281,-74.0060152
"Irving, TX",32.8295183,-96.9442177
"Springfield, PA",39.9306677,-75.3201879
"Springfield, PA",39.9306677,-75.3201879
"King of Prussia, PA",40.09476245,-75.3851333563417
"Philadelphia, PA",39.9527237,-75.1635262
"Philadelphia, PA",39.9527237,-75.1635262
"Conshohocken, PA",40.0792766,-75.3015714
"Hamilton Township, NJ",40.2307818,-74.7236162
"Arlington, VA",38.8769326,-77.0893094
Anywhere,-14.1601396,33.8624178
Anywhere,-14.1601396,33.8624178
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
Anywhere,-14.1601396,33.8624178
"Melville, NY",40.7934322,-73.4151214
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"Fairfield, NJ",40.8837102,-74.3059823
New York,40.7127281,-74.0060152
"Iselin, NJ",40.569334999999995,-74.31511249016258
"Fairfax, VA",38.8462236,-77.3063733
"Laurel, MD",39.0984317,-76.8485094
"New Orleans, LA",29.9759983,-90.0782127
"New York, NY",40.7127281,-74.0060152
"Los Angeles, CA",34.0536909,-118.242766
"New York, NY",40.7127281,-74.0060152
Anywhere,-14.1601396,33.8624178
"Aurora, CO",39.7405111,-104.830994
"Washington, DC",38.8950368,-77.0365427
,46.3144754,11.0480288
Anywhere,-14.1601396,33.8624178
Anywhere,-14.1601396,33.8624178
United States,39.7837304,-100.445882
"Washington, DC",38.8950368,-77.0365427
Anywhere,-14.1601396,33.8624178
"Beachwood, OH",41.464498,-81.508732
"Washington, DC",38.8950368,-77.0365427
California,36.7014631,-118.755997
"Carrollton, TX",32.9537349,-96.8902816
"Virginia Beach, VA",36.8496579,-75.9760751
"Tempe, AZ",33.4255117,-111.940016
United States (+1 other),37.619695,-82.724786
"Fairfax, VA",38.8462236,-77.3063733
"Fort Myers, FL",26.640628,-81.8723084
"Washington, DC",38.8950368,-77.0365427
"Peoria, IL",40.6938609,-89.5891008
"Richmond, VA",37.5385087,-77.43428
Anywhere,-14.1601396,33.8624178
"Dunwoody, GA",33.9463786,-84.3342686
"Jacksonville, FL",30.3321838,-81.655651
"Jacksonville, FL",30.3321838,-81.655651
"Arnold, CA",38.242044,-120.3551608032787
"Springfield, MO",37.2081729,-93.2922715
"Seattle, WA",47.6038321,-122.330062
"Laurel, MD",39.0984317,-76.8485094
"Eugene, OR",44.0505054,-123.0950506
"New York, NY",40.7127281,-74.0060152
"St Bernard, OH",39.167001,-84.4985573
"Washington, DC",38.8950368,-77.0365427
"Tampa, FL",27.9477595,-82.458444
"Woodbridge, IN",39.925127,-86.06583330690901
Oklahoma,34.9550817,-97.2684063
"Warrensville Heights, OH",41.43535,-81.514824
Anywhere,-14.1601396,33.8624178
"Portland, ME",43.6573605,-70.2586618
"Chicago, IL",41.8755616,-87.6244212
Anywhere,-14.1601396,33.8624178
"Burlington, VT",44.4761601,-73.212906
"Arlington, TX",32.7355816,-97.1071186
"El Paso, TX",31.7601164,-106.4870404
"Arlington, TX",32.7355816,-97.1071186
"Portland, ME",43.6573605,-70.2586618
"Springfield, VA",38.7767435,-77.1807019310668
Anywhere,-14.1601396,33.8624178
"Marietta, GA",33.9528472,-84.5496148
Anywhere,-14.1601396,33.8624178
Utah,39.4225192,-111.714358
"Denver, CO",39.7392364,-104.984862
"Queens, NY",40.6515585,-73.79267536317502
Anywhere,-14.1601396,33.8624178
"Boca Raton, FL",26.3586885,-80.0830984
"Tampa, FL",27.9477595,-82.458444
"Asheville, NC",35.595363,-82.5508407
"Washington, DC",38.8950368,-77.0365427
"Baton Rouge, LA",30.4494155,-91.1869659
"Tampa, FL",27.9477595,-82.458444
"Tampa, FL",27.9477595,-82.458444
"Tampa, FL",27.9477595,-82.458444
"Tampa, FL",27.9477595,-82.458444
"Tampa, FL",27.9477595,-82.458444
"Tampa, FL",27.9477595,-82.458444
"Tampa, FL",27.9477595,-82.458444
"Tampa, FL",27.9477595,-82.458444
"Tallahassee, FL",30.4380832,-84.2809332
"Tampa, FL (+65 others)",,
"Tampa, FL",27.9477595,-82.458444
"Orlando, FL",28.5421109,-81.3790304
"Philadelphia, PA",39.9527237,-75.1635262
"Hartford, CT",41.764582,-72.6908547
"Hamilton Township, NJ",40.2307818,-74.7236162
"New York, NY",40.7127281,-74.0060152
"Summit, NJ",40.7182356,-74.3592296
"Jersey City, NJ",40.7215682,-74.047455
"New York, NY",40.7127281,-74.0060152
"Newark, NJ",40.735657,-74.1723667
"Jersey City, NJ",40.7215682,-74.047455
"New York, NY",40.7127281,-74.0060152
"Doral, FL",25.8195424,-80.3553302
"Tampa, FL",27.9477595,-82.458444
"Tamarac, FL",26.2128609,-80.2497707
"Orlando, FL",28.5421109,-81.3790304
"West Palm Beach, FL",26.715364,-80.0532942
"Tampa, FL",27.9477595,-82.458444
"Orlando, FL",28.5421109,-81.3790304
"Tampa, FL",27.9477595,-82.458444
"Orlando, FL",28.5421109,-81.3790304
"Miami, FL",25.7741728,-80.19362
"Detroit, MI",42.3315509,-83.0466403
"Cincinnati, OH",39.1014537,-84.5124602
"Wabash, IN",40.8065352,-85.7833563
"Dayton, OH",39.7589478,-84.1916069
"Iowa City, IA",41.6612561,-91.5299106
"San Diego, CA",32.7174202,-117.162772
"San Francisco, CA",37.7792588,-122.4193286
"Santa Clara, CA",37.3541132,-121.955174
"Sunnyvale, CA",37.3688301,-122.036349
"San Diego, CA",32.7174202,-117.162772
"San Ramon, CA",37.7648021,-121.9544387
Anywhere,-14.1601396,33.8624178
"Palo Alto, CA",37.4443293,-122.1598465
"San Francisco, CA",37.7792588,-122.4193286
Anywhere,-14.1601396,33.8624178
"Santa Clara, CA",37.3541132,-121.955174
"Phoenix, AZ",33.4484367,-112.074141
California (+3 others),34.3854827,-119.48534902763629
"Costa Mesa, CA",33.6633386,-117.903317
"Irvine, CA",33.6856969,-117.825981
"Chandler, AZ",33.3062031,-111.841185
"Cupertino, CA",37.3228934,-122.0322895
California,36.7014631,-118.755997
"Santa Clara, CA",37.3541132,-121.955174
"San Jose, CA",37.3361663,-121.890591
"Rahway, NJ (+1 other)",,
Anywhere,-14.1601396,33.8624178
"Willow Grove, PA",40.1507046,-75.11623055715701
"Columbus, OH",39.9622601,-83.0007065
"Jersey City, NJ",40.7215682,-74.047455
"Baltimore, MD",39.2908816,-76.610759
"Arlington, VA",38.8769326,-77.0893094
"Washington, DC",38.8950368,-77.0365427
"Brooklyn, NY",40.6526006,-73.9497211
"Herndon, VA",38.9695316,-77.3859479
"New York, NY (+6 others)",,
"Tysons, VA",38.9191272,-77.22296360086021
"Collegeville, PA",40.1856597,-75.451571
"Baltimore, Maryland",39.2908816,-76.610759
"Newark, DE",39.6828358,-75.7515682
"Wakefield, MA",42.506484,-71.0728306
"King of Prussia, PA",40.09476245,-75.3851333563417
"Raleigh, NC",35.7803977,-78.6390989
"Reston, VA",38.953055899999995,-77.35021396591173
"Malvern, PA",40.036202,-75.5138959
"New York, NY",40.7127281,-74.0060152
"West New York, NJ",40.7856117,-74.0093129
"Alexandria, VA",38.8051095,-77.0470229
Ohio,40.2253569,-82.6881395
"Atlanta, GA",33.7489924,-84.3902644
"Reston, VA",38.953055899999995,-77.35021396591173
Anywhere,-14.1601396,33.8624178
"Milpitas, CA",37.4332273,-121.8989248
"Menlo Park, CA",37.4519671,-122.177992
"Cupertino, CA",37.3228934,-122.0322895
"San Jose, CA",37.3361663,-121.890591
"San Francisco, CA",37.7792588,-122.4193286
"San Diego, CA",32.7174202,-117.162772
"Tallahassee, FL",30.4380832,-84.2809332
"Plantation, FL",26.1275862,-80.2331036
"Delray Beach, FL",26.4614625,-80.0728201
"Plantation, FL",26.1275862,-80.2331036
"Deerfield Beach, FL",26.318342,-80.0996306
"Boca Raton, FL",26.3586885,-80.0830984
"Fort Myers, FL",26.640628,-81.8723084
"Deerfield Beach, FL",26.318342,-80.0996306
"Boca Raton, FL",26.3586885,-80.0830984
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"Hoboken, NJ",40.7433066,-74.0323752
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"Virginia Beach, VA",36.8496579,-75.9760751
"Virginia Beach, VA",36.8496579,-75.9760751
"Richmond, VA",37.5385087,-77.43428
"Norfolk, VA",36.8493695,-76.2899539
"Norfolk, VA",36.8493695,-76.2899539
"Norfolk, VA",36.8493695,-76.2899539
"Norfolk, VA",36.8493695,-76.2899539
"Norfolk, VA",36.8493695,-76.2899539
"Norfolk, VA",36.8493695,-76.2899539
"Chesapeake, VA",36.7168315,-76.2494453
"Hartford, CT",41.764582,-72.6908547
"Hoboken, NJ",40.7433066,-74.0323752
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"Princeton, NJ",40.3496953,-74.6597376
"Ridgefield, CT",41.2814842,-73.4981792
"New York, NY",40.7127281,-74.0060152
New Jersey,40.0757384,-74.4041622
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY (+1 other)",42.8802622,-78.8755538
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"Rahway, NJ",40.6081591,-74.2776468
"BOWLING GREEN, NY",40.70504105,-74.0136482462672
"New York, NY",40.7127281,-74.0060152
"Chicago, IL",41.8755616,-87.6244212
"Chicago, IL",41.8755616,-87.6244212
"Chicago, IL",41.8755616,-87.6244212
Illinois,40.0796606,-89.4337288
"Peoria, IL",40.6938609,-89.5891008
"Chillicothe, IL",40.9161637,-89.4884384
"Chicago, IL (+3 others)",,
"Chicago, IL (+1 other)",,
Anywhere,-14.1601396,33.8624178
Anywhere,-14.1601396,33.8624178
"Columbia, MD",39.1938429,-76.86460919353361
"Philadelphia, PA",39.9527237,-75.1635262
"McLean, VA",38.93668525,-77.1858430261388
Anywhere,-14.1601396,33.8624178
"Princeton, NJ",40.3496953,-74.6597376
Maryland,39.5162401,-76.9382069
"New York, NY",40.7127281,-74.0060152
"Long Island City, New York",40.7455316,-73.9484995
"Fort Meade, MD",39.103197949999995,-76.74651732045955
"Plano, TX",33.0136764,-96.6925096
"Sunnyvale, TX",32.7965165,-96.5608242
"Plano, TX (+3 others)",,
"Dallas, TX",32.7762719,-96.7968559
"Lewisville, TX",33.046233,-96.994174
"Plano, TX (+1 other)",,
"Dallas, TX",32.7762719,-96.7968559
"Plano, TX",33.0136764,-96.6925096
"Plano, TX",33.0136764,-96.6925096
Anywhere,-14.1601396,33.8624178
"Englewood, CO",39.6482059,-104.9879641
United States,39.7837304,-100.445882
United States,39.7837304,-100.445882
United States,39.7837304,-100.445882
United States,39.7837304,-100.445882
Anywhere,-14.1601396,33.8624178
Colorado (+2 others),,
"Greenwood Village, CO",39.6172101,-104.950814
"Colorado Springs, CO",38.8339578,-104.825348
United States,39.7837304,-100.445882
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"Rahway, NJ",40.6081591,-74.2776468
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"Jersey City, NJ",40.7215682,-74.047455
"Philadelphia, PA",39.9527237,-75.1635262
Anywhere,-14.1601396,33.8624178
Anywhere,-14.1601396,33.8624178
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"West New York, NJ",40.7856117,-74.0093129
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"Vienna, VA",38.9013729,-77.2651762
"Elkins Park, PA",40.0770553,-75.1268413
"Philadelphia, PA",39.9527237,-75.1635262
"Herndon, VA",38.9695316,-77.3859479
"Jersey City, NJ",40.7215682,-74.047455
New Jersey,40.0757384,-74.4041622
"St. Louis, MO",38.6280278,-90.1910154
"Ann Arbor, MI",42.2813722,-83.7484616
"Elmhurst, IL",41.8994745,-87.9403418
"Springfield, IL",39.7990175,-89.6439575
"Ohio, IL",41.5575349,-89.4609276
"Warrenville, IL",41.8179303,-88.174097
"Union, KY",37.637247,-87.958036
"Kettering, OH",39.6895036,-84.1688274
"Milwaukee, WI",43.0386475,-87.9090751
"Mt Pleasant, WI",42.719161,-87.8543362
"Madison, IL",38.811063,-89.9017112
"Clarksville, TN",36.5277607,-87.3588703
"Kansas City, MO",39.100105,-94.5781416
"East Peoria, IL",40.666149,-89.5800978
"Olathe, KS",38.8838856,-94.81887
"Kansas City, MO",39.100105,-94.5781416
"Memphis, TN",35.1460249,-90.0517638
"Lenexa, KS",38.9697458,-94.7845837
"Columbus, IN",39.2014405,-85.9213796
"Bowling Green, KY",36.9903199,-86.4436018
"Columbus, OH",39.9622601,-83.0007065
"Columbus, OH (+6 others)",,
"Chattanooga, TN",35.0457219,-85.3094883
Ohio,40.2253569,-82.6881395
"Brentwood, TN",36.0325687,-86.7825235
"Charleston, WV",38.3505995,-81.6332812
Anywhere,-14.1601396,33.8624178
"Chattanooga, TN",35.0457219,-85.3094883
"Springfield, IL",39.7990175,-89.6439575
"Boston, MA",42.3554334,-71.060511
Anywhere,-14.1601396,33.8624178
"Washington, DC",38.8950368,-77.0365427
"Baltimore, MD",39.2908816,-76.610759
"Boston, MA",42.3554334,-71.060511
"Berwyn, PA",40.0448306,-75.4388053
"Lebanon, NJ",40.6417683,-74.8359987
"Fort Belvoir, VA",38.72821225,-77.15098291295884
"Boston, MA",42.3554334,-71.060511
"Cherry Hill, NJ",39.9348351,-75.0307264
New Jersey,40.0757384,-74.4041622
"Hillsdale, NJ",41.0025975,-74.0404175
"Newark, NJ",40.735657,-74.1723667
"Somerville, NJ",40.5742696,-74.60988
"Oxford, OH",39.5103048,-84.7420519
"Cincinnati, OH",39.1014537,-84.5124602
"Atlanta, GA",33.7489924,-84.3902644
"Cincinnati, OH",39.1014537,-84.5124602
"St. Louis, MO",38.6280278,-90.1910154
"Cincinnati, OH",39.1014537,-84.5124602
"Frankfort, KY",38.2009055,-84.8732836
"Indianapolis, IN",39.7683331,-86.1583502
"Mooresville, IN",39.6128243,-86.37416
"Carmel, IN",39.9784186,-86.1283681
"Pittsburgh, PA",40.4416941,-79.9900861
"Wheeling, WV",40.0639616,-80.7209149
"Coraopolis, PA",40.5175351,-80.1643232
"Canonsburg, PA",40.2588431,-80.186732
"Carnegie, PA",40.4086802,-80.0833885
"Pittsburgh, PA",40.4416941,-79.9900861
"Carnot-Moon, PA",40.520362500000005,-80.21794389285714
"Solon, OH",41.3897764,-81.4412259
"Turtle Creek, PA",40.405926,-79.8250534
"Pittsburgh, PA",40.4416941,-79.9900861
"New York, NY",40.7127281,-74.0060152
"New York, NY (+1 other)",42.8802622,-78.8755538
"Morristown, NJ",40.7970382,-74.4809868
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
"Great Neck Plaza, NY",40.7867681,-73.7265202
"New York, NY",40.7127281,-74.0060152
"New York, NY",40.7127281,-74.0060152
Connecticut,41.6500201,-72.7342163
"Hoboken, NJ",40.7433066,-74.0323752
"Fort Smith, AR",35.3880338,-94.4265011
"Joplin, MO",37.0841838,-94.5133385
"Pittsburg, KS",37.4108841,-94.70496
"Tulsa, OK",36.1563122,-95.9927516
"Catoosa, OK",36.188987,-95.745817
"Coffeyville, KS",37.0372999,-95.6163634
"Catoosa, OK",36.188987,-95.745817
"Tulsa, OK",36.1563122,-95.9927516
"Springfield, MO",37.2081729,-93.2922715
"Springfield, MO",37.2081729,-93.2922715
"Boxborough, MA",42.4827512,-71.5142726
"Cupertino, CA",37.3228934,-122.0322895
"Beaverton, OR",45.4871723,-122.80378
Anywhere,-14.1601396,33.8624178
"Los Angeles, CA (+3 others)",,
"Westlake Village, CA",34.1460234,-118.8061794
"York, PA",39.962493,-76.7276989
"San Francisco, CA",37.7792588,-122.4193286
"Boston, MA",42.3554334,-71.060511
"Los Angeles, CA (+1 other)",,
"Cape Coral, FL",26.5625742,-81.9438802
"New York, NY",40.7127281,-74.0060152
"Sunnyvale, CA",37.3688301,-122.036349
"Seattle, WA",47.6038321,-122.330062
Washington,38.8950368,-77.0365427
"New York, NY (+3 others)",,
"Menlo Park, CA",37.4519671,-122.177992
"Indianapolis, IN",39.7683331,-86.1583502
"Bellevue, WA",47.6144219,-122.192337
"Atlanta, GA",33.7489924,-84.3902644
"Toronto, ON, Canada (+2 others)",,
"Sunnyvale, CA",37.3688301,-122.036349
"Austin, TX",30.2711286,-97.7436995
"Santa Clara, CA",37.3541132,-121.955174
United States,39.7837304,-100.445882
"New York, NY",40.7127281,-74.0060152
"Seattle, WA",47.6038321,-122.330062
"Remote, OR",43.0059455,-123.8925908
"Oakland, CA",37.8044557,-122.271356
"Sunnyvale, CA",37.3688301,-122.036349
"Santa Clara, CA",37.3541132,-121.955174
"Lexington, KY",38.0464066,-84.4970393
"Washington, DC",38.8950368,-77.0365427
"San Jose, CA",37.3361663,-121.890591
"Bellevue, WA",47.6144219,-122.192337
"Seattle, WA",47.6038321,-122.330062
"Mountain View, CA",37.3893889,-122.0832101
"Beaverton, OR",45.4871723,-122.80378
"Eglin AFB, FL",30.577696099999997,-86.5139603435145
"Floral Park, NY",40.7246999,-73.7048024
"Salt Lake City, UT",40.7596198,-111.886797
"Palo Alto, CA",37.4443293,-122.1598465
"Washington, DC",38.8950368,-77.0365427
Anywhere,-14.1601396,33.8624178
"Chantilly, VA",38.8941543,-77.4311513
"Hartford, CT",41.764582,-72.6908547
"Tacoma, WA",47.2455013,-122.438329
"Cupertino, CA",37.3228934,-122.0322895
